filename,mean,min,max,std,dynamic_range,p10,p25,p75,p90,katz,higuchi,dfa,mean_katz,mean_higuchi,mean_dfa,perm_entropy,spectral_entropy,approx_entropy,sample_entropy,hjorth_mobility,hjorth_complexity,HRV_RMSSD,HRV_SDSD,HRV_pNN50,HRV_pNN20,HRV_HTI,ground_truth_spo2
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/201_predictions10.npy,-0.006917966,-0.6614794,1.5076294,0.5238697,2.1691089,-0.4558373212814331,-0.3645212948322296,0.1583064496517181,0.8697219312191009,3.0379603,1.6796195010835924,1.1835263209473008,2.6254241,1.779982531424765,1.266922215436819,0.9989945318906296,4.543814893113449,0.7790396390536882,0.91220074662263,0.8951386,1.80442,383.33333333333337,383.33333333333337,20.0,20.0,1.25,94.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/406_predictions0.npy,-0.009488567,-0.5520576,1.376406,0.52282155,1.9284636,-0.4497043013572693,-0.3624825030565262,0.3403631970286369,0.8020450234413142,3.2188554,1.6660905902864371,1.3548942933814003,2.3203614,1.692347224981351,1.6387417962228232,0.9960975777592354,4.935414815830882,0.8382389296624297,0.8344476411330098,0.7695859,2.0866287,379.0827135384884,443.8885412319594,50.0,50.0,2.0,99.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/406_predictions1.npy,0.10019378,-0.5538344,1.5100851,0.56931794,2.0639195,-0.398392367362976,-0.3427326381206512,0.4204100146889686,1.054874801635742,2.99307,1.636432296900461,1.180510388829587,2.487944,1.6777513345472077,-0.1616595670646009,0.9967668072152758,4.624519825447351,0.7830056637592362,0.776342204928999,0.72067714,2.233767,770.2813338860894,943.0054396763886,75.0,75.0,4.0,99.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/406_predictions2.npy,-0.010611389,-0.55020094,1.2772746,0.4240888,1.8274755,-0.3880717635154724,-0.3310661315917969,0.2502240911126137,0.6151631116867065,2.9451818,1.7623156202521415,1.0280981281227233,2.5156817,1.8500636591748725,0.9561362696978878,0.9865899163502934,5.387399332365021,0.7751451404252516,0.9614111671546248,0.9514714,1.7801437,332.91640592396965,374.5367509040705,80.0,80.0,5.0,99.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/406_predictions3.npy,0.06082743,-0.55192345,1.3822591,0.48900333,1.9341826,-0.422887247800827,-0.3395239859819412,0.3605659902095794,0.9386862635612488,3.0753422,1.7410225701242277,1.1030647246412055,2.6390572,1.8380866927620536,1.6191843677784934,0.9867240186152356,4.50436265594908,0.8656557288931506,1.321261890849036,0.9309866,1.8486581,683.5365551469957,966.3792676216148,66.66666666666666,66.66666666666666,3.0,99.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/406_predictions4.npy,-0.016629698,-0.5748723,1.3487487,0.49470988,1.9236209,-0.4307330429553985,-0.3547961413860321,0.1765851713716983,0.9338734805583954,4.299838,1.7123581071087084,1.1339271306480136,2.9742248,1.7736428689979509,0.6519141654775341,0.9977754688846028,4.786788269877434,0.8709546832941188,1.1431100589222347,0.92095464,1.7969157,426.4409124976774,342.1067626297921,50.0,75.0,4.0,99.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/406_predictions5.npy,0.06583987,-0.6351666,1.4644644,0.5102541,2.099631,-0.4167872071266174,-0.3416240364313125,0.3605895489454269,0.8955331146717072,3.053515,1.6625799291419965,1.1491616947299992,2.825904,1.7851206807978954,1.2214700555519198,0.993214559029836,4.655995269888081,0.7289181621051255,0.9460431369263106,0.7986449,2.0262945,130.17082793177752,149.99999999999994,80.0,80.0,5.0,99.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/406_predictions6.npy,0.11248701,-0.6501507,1.5410244,0.63166064,2.1911752,-0.490767753124237,-0.3931256234645843,0.666765108704567,1.1558539152145386,3.9269967,1.6080139842608372,1.4091717942343187,2.8001873,1.6790877517055585,1.5579102676703604,0.9875919411839026,4.162586142097325,0.85847375835746,0.9230475143370348,0.80813193,2.021635,64.5497224367903,73.91185942027818,40.0,80.0,2.5,99.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/406_predictions7.npy,0.2448022,-0.6778863,1.4517624,0.5921828,2.1296487,-0.372184008359909,-0.2812466323375702,0.6500060260295868,1.2462976694107055,3.1540565,1.7112447388432697,1.2035559371538336,2.8265822,1.8065071595901376,1.2958529734022042,0.9982323922153143,4.322937089717016,0.9523292564265526,1.4701758451005928,0.934027,1.8287574,40.82482904638628,47.14045207910314,20.0,60.0,2.5,99.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/406_predictions8.npy,0.08977258,-0.54807776,1.3089364,0.5358037,1.8570142,-0.4181977987289428,-0.354618027806282,0.4324914291501045,1.027989375591278,2.8868246,1.6632338737391177,1.1874064923602394,2.362706,1.727287983996648,1.3767595671068225,0.9991862221235924,4.779750922578387,0.8701849661126233,0.9855972796497512,0.8204966,1.9292837,123.60330811826104,134.37096247164246,60.0,80.0,5.0,99.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/406_predictions9.npy,-0.008422979,-0.6251044,1.4738529,0.47702286,2.0989573,-0.4168997168540954,-0.3392836898565292,0.1633157171308994,0.8106929481029509,3.397698,1.8052178967532069,1.0769437398298094,2.6228464,1.8965927977924644,1.219034755381073,0.9991862221235924,5.143774685653625,0.8488680739826684,1.0661094275377023,1.1003759,1.6344231,451.5405728048021,508.447163939891,60.0,60.0,2.5,98.94444444444444
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/706_predictions0.npy,-0.043799166,-0.59588766,1.4973974,0.496283,2.093285,-0.4394774615764618,-0.35830058157444,0.1291219480335712,0.9202859520912168,2.859082,1.686859484435913,1.1314962723412871,2.3689744,1.812513759951432,1.077122306256105,0.980679451244166,4.400580225745216,0.8646919680081044,1.013066113405808,0.8582425,1.7823526,547.2151719794001,579.8147852419642,28.57142857142857,85.71428571428571,2.333333333333333,98.78888888888889
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/706_predictions1.npy,0.18721949,-0.6401301,1.3936567,0.5811139,2.0337868,-0.4334003627300262,-0.3039163798093796,0.6286308765411377,1.0869927048683166,3.1292796,1.8078981419700688,1.065972538648572,2.640978,1.8660365254300495,0.6040418381829403,0.9796699598426856,4.827353971952107,0.8767876044326992,1.3341783599808763,0.89971787,1.7954193,338.7066905483595,361.98307423379066,55.55555555555556,66.66666666666666,3.0,98.35473881231921
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/706_predictions2.npy,-0.09162497,-0.6502597,1.296161,0.38826996,1.9464207,-0.4458095848560333,-0.3457249253988266,0.0546137541532516,0.516986882686615,3.2351182,1.7710775636980494,1.1323615113502083,2.8457582,1.8147856814837404,2.28187954675488,0.9938648220523244,4.819594172702637,0.8140549580594882,1.2772677856986945,0.94900125,1.6210747,661.3678306414724,704.167488493932,71.42857142857143,71.42857142857143,3.5,98.48333333333333
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/706_predictions3.npy,0.14078127,-0.6371865,1.5498748,0.5201052,2.1870613,-0.4520637214183807,-0.3566431105136871,0.5642381906509399,0.8334013402462004,3.092185,1.799405390478478,0.97968055874008,3.3454924,1.8474890974945293,1.3565713920369855,0.9958296981871608,4.542854720260948,0.8812148759497891,1.2015890129706597,0.9579665,1.7853414,750.2592144645001,838.782186002752,50.0,83.33333333333334,3.0,99.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/706_predictions4.npy,-0.031902608,-0.6076441,1.3842819,0.53998977,1.991926,-0.4791137039661407,-0.3906767219305038,0.1906224563717842,0.9722637593746184,3.108918,1.767959183664348,1.094139653230671,2.5377817,1.822588519283364,0.99731638175799,0.9952472451521516,4.892831204342656,0.7679106044171768,0.774600325702844,0.9717981,1.6647357,890.1934870826929,995.2665751222412,66.66666666666666,83.33333333333334,2.0,98.47774941863761
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/706_predictions5.npy,0.0013198323,-0.71544343,1.429224,0.48662618,2.1446674,-0.4504588842391968,-0.3686899691820144,0.270243838429451,0.7356715202331542,3.413373,1.8377725863059875,0.899958172180943,3.250077,1.9027815881085843,0.6115973914565115,0.9940930656546632,5.168260967455353,0.8334645322343799,1.024504316514388,1.13805,1.4819443,246.2415899780552,265.97131563524056,37.5,87.5,4.0,99.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/706_predictions6.npy,-0.081479825,-0.70159096,1.4265523,0.4875072,2.1281433,-0.4808308124542236,-0.390652522444725,0.0993035398423671,0.6288725733757018,3.9735515,1.7618744976044582,1.0787565289717658,2.8907032,1.843678267591767,1.0062819613011975,0.982720418431502,4.468413042879547,0.806072493144204,1.073966491461282,1.0179116,1.5883381,549.7474167490213,594.2938542381075,42.85714285714285,71.42857142857143,3.5,99.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/706_predictions7.npy,0.17115459,-0.5452567,1.3965614,0.5760853,1.941818,-0.412844705581665,-0.3052928000688553,0.6429535150527954,1.0795114040374751,3.650474,1.7515137982560316,1.0401822222197243,3.1713994,1.7953927247894876,1.370068499105887,0.9914365639891976,4.803406575811096,0.8333708627579823,0.9451111704096472,0.94730556,1.6759939,1068.4880283216405,1170.4541695269245,28.57142857142857,85.71428571428571,2.333333333333333,99.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/706_predictions8.npy,-0.09439572,-0.6473746,1.3416328,0.45095047,1.9890075,-0.4515155911445617,-0.3724669218063354,0.0353076159954071,0.6371114909648893,2.6629574,1.773327573728731,1.0682824869849,2.3491843,1.9082010689111517,1.8420367188056477,0.9866500410881136,4.701174549642019,0.7434149936253354,0.8373537138068115,0.9251529,1.6418495,310.1970699768491,346.08926273113093,66.66666666666666,66.66666666666666,3.0,99.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/706_predictions9.npy,-0.0044320794,-0.6020886,1.3695402,0.56721747,1.9716288,-0.4559864282608032,-0.3924603760242462,0.2944595441222191,1.0577236652374264,3.1662972,1.7278182582285415,1.087348950187501,2.51363,1.7865812378163948,1.5139996185359426,0.9918491093765368,5.079232065705583,0.8221685321267334,0.9458157051885806,0.9347612,1.6748368,339.6621415029505,363.57280589337967,57.14285714285714,85.71428571428571,3.5,99.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/702_predictions0.npy,0.12950829,-0.7394337,1.3910842,0.6392736,2.130518,-0.5283723950386048,-0.3846248090267181,0.6837469339370728,1.1816951751708984,3.5762792,1.5952526456377238,1.2984633282861395,2.7710867,1.6215890351074485,0.2864945881888245,0.9757959195031431,3.882974639156601,0.8759907461759728,1.0242139986142502,0.81968325,1.9082068,58.92556509887898,62.8363962876031,66.66666666666666,77.77777777777779,1.8,99.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/702_predictions1.npy,0.05563426,-0.69873446,1.4489048,0.55506384,2.1476393,-0.5201564133167267,-0.3600707054138183,0.4335463270545006,1.0075852274894714,3.6547556,1.7387906546133802,1.1286249071335264,3.0053482,1.7883388672309375,2.1257025190473176,0.98604144092428,5.325908541213721,0.9278853463190556,1.22258033139024,0.81601,1.7277571,513.7011669140813,572.842166873344,80.0,80.0,5.0,99.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/702_predictions2.npy,-0.031951446,-0.7197947,1.3289695,0.49191186,2.0487642,-0.4663026928901672,-0.3606545776128769,0.2353118695318699,0.8026334166526793,3.1659555,1.807931769014364,1.0007630598249238,2.861124,1.868454636173583,0.731498518078823,0.9908843351247464,5.004018150306365,0.9330270177024688,1.2728037193788142,0.9297968,1.6421496,350.1322501464163,367.5746333890726,71.42857142857143,71.42857142857143,2.333333333333333,99.0
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/702_predictions3.npy,0.008118683,-0.6777187,1.2682438,0.46201637,1.9459624,-0.4296976327896117,-0.329109713435173,0.227183535695076,0.7396970152854919,3.2509332,1.850774475118486,0.8761288602162178,3.052511,1.9357440771896428,1.2195089143415083,0.9892241262104602,5.645701348199509,0.9565828796220596,1.4886330743488003,1.0408041,1.5879397,882.3369642707474,1068.2280239308045,75.0,75.0,4.0,98.25555555555556
/home/abhaygupta/workspaceVM/capstone/rPPG-Toolbox/PreprocessedData/PURE_SizeW72_SizeH72_ClipLength180_DataTypeDiffNormalized_Standardized_DataAugNone_LabelTypeDiffNormalized_Crop_faceTrue_BackendY5F_Large_boxTrue_Large_size1.5_Dyamic_DetFalse_det_len30_Median_face_boxFalse/702_predictions4.npy,0.08344043,-0.64403194,1.2064512,0.4856367,1.8504832,-0.4443790733814239,-0.3444935977458954,0.4271870329976082,0.8629479050636291,3.3871322,1.7869930889268324,1.1003350714479736,3.1610725,1.8404639744331384,1.553184206522655,0.9816452794624992,5.37137740617618,0.8789577714751164,1.2202573980904363,0.9106009,1.7867287,425.31034420630897,474.5758340057175,83.33333333333334,83.33333333333334,6.0,97.63333333333334
